author,datetime,content,permalink
@akuratco,"Sep 30, 2025 · 1:05 AM UTC","Ketua Komnas HAM, Anis Hidayah, menyoroti kasus keracunan massal dalam program Makan Bergizi Gratis (MBG). Ia menyebut pihaknya telah menerjunkan tim investigasi untuk mengumpulkan fakta dan informasi terkait dugaan pelanggaran hak asasi manusia. ""Terkait dengan MBG, ini Komnas HAM sudah mengumpulkan fakta dan informasi soal keracunan di berbagai wilayah,"" ujar Anis usai menghadiri rapat bersama Komisi XIII DPR di Kompleks Parlemen, Senayan, Jakarta, Senin (29/9/2025). Anis menegaskan hasil temuan sementara tim investigasi akan segera disampaikan ke publik dalam waktu 1–2 hari ke depan. Saat ini, Komnas HAM masih melakukan proses identifikasi kasus serta memetakan potensi pelanggaran yang terjadi. Selain itu, Anis menyampaikan pihaknya akan berkoordinasi dengan Badan Gizi Nasional (BGN) serta sejumlah instansi terkait lainnya untuk menindaklanjuti hasil investigasi tersebut.",https://nitter.net/akuratco/status/1972830231212998947#m
@ANuraniseh36459,"Sep 30, 2025 · 3:25 AM UTC",Loe pahami dulu sasaran MBG itu siapa..sekolah apa..dimana..? Kalau sekolah2 yang mahal...makan siang nya mereka juga mahal..apa mau dikasih juga ke mereka..?? Makanya tuh MBG harusnya ke tempat2 yg sulit terjangkau kesejahteraan... Kalau gini mah keliatan MBG utk bisnis,https://nitter.net/ANuraniseh36459/status/1972865400569573617#m
@varisaMegaS,"Sep 30, 2025 · 3:25 AM UTC","program MBG bikin hidup jadi lebih baik. Kerja dmn2. Good job, Prabowo",https://nitter.net/varisaMegaS/status/1972865417975906527#m
@lingua101,"Sep 30, 2025 · 3:26 AM UTC","Gagal paham dia. Itu pertanyaan anak nya bagus tuh. Apakah bunda gak mampu, sampe dia mesti makan MBG 🤔😂. Ente paham ga bang @oddypratama4",https://nitter.net/lingua101/status/1972865484283646303#m
@titicahyaUtami,"Sep 30, 2025 · 3:26 AM UTC","alhamdulillah, dengan MBG masyarakat jadi punya penghasilan. Mantap",https://nitter.net/titicahyaUtami/status/1972865536183914969#m
@Harian_Pilar,"Sep 30, 2025 · 3:26 AM UTC",Pemred Club meminta pihak Istana Kepresidenan memulihkan akses peliputan jurnalis yang dicabut gara-gara dianggap salah bertanya soal masalah banyaknya pelajar yang keracunan Makan Bergizi Gratis (MBG) kepada Presiden Prabowo,https://nitter.net/Harian_Pilar/status/1972865510334398886#m
@carloamarrieta,"Sep 30, 2025 · 3:26 AM UTC","alhamdulillah, program MBG keren abis! Salut buat pak prabowo",https://nitter.net/carloamarrieta/status/1972865505318072768#m
@MissionArtemis,"Sep 30, 2025 · 3:26 AM UTC",my coworker had to teach her children to check the food before eating mbg. this is so dystopian. why the gov get away with poisoning our children?,https://nitter.net/MissionArtemis/status/1972865572884083103#m
@hnirankara,"Sep 29, 2025 · 5:00 AM UTC","Mending kau mundur anjing jadi stafsus, ada kasus keracunan gini bukannya problem solving malah mainan teori konspirasi. Lu itu stafsus, lu ada akses ke si ndut. Harusnya lu nawarin solusi, entah itu audit total MBG dan tetekmbengeknya, entah itu investigasi langsung ke pemegang tender. Najis banget jadi stafsus mending mundur aja lo taik",https://nitter.net/hnirankara/status/1972526906328367390#m
@HBayanihan,"Sep 30, 2025 · 3:26 AM UTC","Iya,pendapat anak kecil itu benar,MBG itu untuk anak miskin,kalau orang kaya sudah tentu orang tuanya beri yg bergizi,jadi bantuan harus tepat sasaran mengingat negara kitapun masih krisis,mungkin lebih baik didata siapa yg pantas menerimanya dan dalam bentuk uang jajan saja",https://nitter.net/HBayanihan/status/1972865564348661976#m
@hotbin_s,"Sep 30, 2025 · 3:26 AM UTC",Sepertinya ada dpt salam tempel makanya dia keberatan stop MBG,https://nitter.net/hotbin_s/status/1972865621923909878#m
@aditya_permanaS,"Sep 30, 2025 · 3:26 AM UTC","Gausah sekolah elit, anak saya aja yg sekolah d SD negeri kampung saya larang makan MBG",https://nitter.net/aditya_permanaS/status/1972865610985164930#m
@choijuliwa,"Sep 30, 2025 · 3:26 AM UTC",NGAKAK MBG 😭 Mending makan sendiri daripada dapet mbg. Nanti keracunan,https://nitter.net/choijuliwa/status/1972865593691996606#m
@PemkotaBogor,"Sep 30, 2025 · 3:26 AM UTC","Evaluasi MBG se-Jabar, Pemda Bisa Ikut Awasi Pelaksanaan is.gd/mmiZZ6 #Pemkotbogor",https://nitter.net/PemkotaBogor/status/1972865651263037833#m
@SantorinisSun,"Sep 29, 2025 · 4:20 AM UTC",Video ini ada ketika MBG mulai berjalan di bln Januari 2025. Dari saat itu sebenarnya sdh banyak yg memberi usul soal pemberdayaan kantin yg ada di lingkup sekolah masing-masing. Dan akhirnya terbukti kalo dapur MBG banyak yg keteteran melayani kurleb 3.000 porsi tiap hari.,https://nitter.net/SantorinisSun/status/1972516890481487962#m
@Safrudin_09,"Sep 30, 2025 · 3:27 AM UTC",Enak diajak MBG satu meja sama Ahok dan Jokowi tanpa target...🫢 😃,https://nitter.net/Safrudin_09/status/1972865748226981906#m
@TeinjiDeWulf,"Sep 29, 2025 · 11:21 PM UTC","Trus keracunan mbg, gibran mati, dan jokowi nangis guling2 di tanah",https://nitter.net/TeinjiDeWulf/status/1972804058990919909#m
@m_warung59390,"Sep 30, 2025 · 3:27 AM UTC","Buatkan papan informasi di masing2 sekolah penerima MBG. Informasi tsbt harus memuat * Nama, alamat, no telp penanggung jawab * nama cheff yg betanggung jawab Dst",https://nitter.net/m_warung59390/status/1972865853348884586#m
@Outstandjing,"Sep 29, 2025 · 1:43 PM UTC","Gak mau ditanya MBG, terus emang pengennya ditanya apa? Tentang prestasi di-notice sama Netanyahu gitu ?",https://nitter.net/Outstandjing/status/1972658501412327701#m
@SuaraTrenggalek,"Sep 30, 2025 · 3:27 AM UTC","Bahkan, tim redaksi Suara Trenggalek juga mendapat salinan surat dari salah satu SMP di Trenggalek yang melarang para siswanya mengunggah kekurangan menu MBG di media sosial. #trenggalek #mbg #makanbergizigratis #sppg #sppi suaratrenggalek.com/menu-mak…",https://nitter.net/SuaraTrenggalek/status/1972865838433948036#m
@baramenggema,"Sep 29, 2025 · 5:05 PM UTC","everything wrong abt MBG, 7 jurusan fisip ver. 1. kom: PR gone wrong (that 0.0017%??) 2. pol: program populis 3. krim: state crime 4. hi: develomentalisme gone wrong 5. antrop: biokultural gone wrong 6. kesos: welfare program gone wrong 7. sos: structural functionalist gone wrong",https://nitter.net/baramenggema/status/1972709323139850668#m
@civil_cociety,"Sep 30, 2025 · 3:27 AM UTC",Banggar itu mending menyelidiki dapur MBG yang fiktif2 itu aja..,https://nitter.net/civil_cociety/status/1972865928338805210#m
@Ozy62075,"Sep 30, 2025 · 3:27 AM UTC","Kalau diganti uang,,,namanya bukan Makan Bergizi Gratis lagi,tapii,,,,,Uang Makan,",https://nitter.net/Ozy62075/status/1972865924027019422#m
@dodoremisol,"Sep 30, 2025 · 3:27 AM UTC","Pagi2 dah masak aja lu, Min. Awas ya kalo masakan lu beracun juga kek MBG!!",https://nitter.net/dodoremisol/status/1972865908067762515#m
@RadioIdolaSMG,"Sep 30, 2025 · 3:27 AM UTC","#TopicOfTheDay #Podcasts : Presiden Menekankan Keselamatan Anak Merupakan Prioritas Utama dalam Program MBG, Lalu Bagaimana Memastikan Implementasinya? radioidola.com/2025/presiden… lewat @RadioIdolaSMG",https://nitter.net/RadioIdolaSMG/status/1972865965911314554#m
@B3doel___,"Sep 29, 2025 · 10:38 AM UTC","Puluhan siswa SMPN 4 Pamarican, Desa Sukajadi, Kecamatan Pamarican, Kabupaten Ciamis, Jawa Barat, diduga mengalami keracunan usai menyantap menu Makan Bergizi Gratis (MBG), Senin (29/9/2025). Pantauan di lapangan, sejumlah siswa dari satu kelas terlihat menunjukkan gejala keracunan, seperti sakit perut dan lemas. Petugas medis dari Puskesmas Kertahayu dan Pamarican langsung memberikan pertolongan, bahkan dua ambulans dikerahkan untuk mengevakuasi para siswa. Selain itu, ambulans desa juga turut membantu proses evakuasi. Hingga berita ini diunggah, belum ada keterangan resmi mengenai jumlah pasti siswa yang terdampak. Namun pihak sekolah memastikan keracunan hanya terjadi pada satu kelas. Hal ini lantaran distribusi MBG baru mencukupi untuk satu kelas, sementara kelas lainnya belum menerima jatah makanan.",https://nitter.net/B3doel___/status/1972612032500531519#m
@Wahyu9,"Sep 30, 2025 · 3:28 AM UTC","Ya Bu, apalagi MBG nya gak enak, gak jelas gizinya, kadang basi, resiko keracunan",https://nitter.net/Wahyu9/status/1972865993019208189#m
@rmbantencom,"Sep 30, 2025 · 3:27 AM UTC",rajamedia.co/berita/komisi-x…,https://nitter.net/rmbantencom/status/1972865986782167410#m
@SatriaPrata20ac,"Sep 30, 2025 · 3:28 AM UTC","thanks to MBG, peluang kerja makin banyak. Good job pak Prabowo",https://nitter.net/SatriaPrata20ac/status/1972866045502427605#m
@beatshuguet354,"Sep 30, 2025 · 3:28 AM UTC","MBG program mulia, benahi sistemnya",https://nitter.net/beatshuguet354/status/1972866116369453259#m
@IndonesiaCrowd,"Sep 30, 2025 · 3:28 AM UTC",Pemprov Kepri Tutup 2 SPPG Bermasalah di Karimun Usai Keracunan MBG ift.tt/wOVt9j4,https://nitter.net/IndonesiaCrowd/status/1972866158748405777#m
@IndonesiaCrowd,"Sep 30, 2025 · 3:28 AM UTC","BGN Nonaktifkan 56 Dapur MBG Pasca Keracunan, Termasuk SPPG Kota Kupang! ift.tt/KXPr7Dg",https://nitter.net/IndonesiaCrowd/status/1972866152528298345#m
@windakusmdw,"Sep 30, 2025 · 3:28 AM UTC","wah, banyak yg dpt kerja dr MBG! Makasih pak prabowo",https://nitter.net/windakusmdw/status/1972866130030346336#m
@f_fathur,"Sep 28, 2025 · 7:44 AM UTC","Melihat MBG, Reformasi Polri, Tim Independen Pencari Fakta, dll.. Manusia di ciptakan dengan akal dan pemikiran, Kalau hanya bicara tapi enggak punya karya itu namanya Omdo alias omong doang.. ""Karena Perjuangan adalah Pelaksanaan Kata Kata"" -WS.Rendra- @Battou_King",https://nitter.net/f_fathur/status/1972205842251632982#m
@vita_AVP,"Sep 30, 2025 · 3:28 AM UTC",Sudah jatuh tertimpa tangga se genteng2nya. share.google/4ilcBdxGWrXyy0F…,https://nitter.net/vita_AVP/status/1972866109218210019#m
@nyai_bawi,"Sep 30, 2025 · 3:28 AM UTC","Anak sehat, belajar semangat! Program Makan Bergizi Gratis hadir untuk masa depan generasi emas.#MakanBergiziGratis #GenerasiSehat #IndonesiaMaju #IndonesiaTerang",https://nitter.net/nyai_bawi/status/1972866185780941063#m
@democrazymedia,"Sep 30, 2025 · 1:00 AM UTC","MBG di Boyolali Disabotase: Ratusan Paket Ditarik, Ada Orang Asing Masuk Kelas! democrazy.id/2025/09/mbg-di-…",https://nitter.net/democrazymedia/status/1972828748723491201#m
@nyai_bawi,"Sep 30, 2025 · 3:28 AM UTC","Perbaikan MBG hari ini, adalah investasi kesehatan anak bangsa untuk masa depan yang lebih cerah.#MakanBergiziGratis #GenerasiSehat #IndonesiaMaju #IndonesiaTerang",https://nitter.net/nyai_bawi/status/1972866214927233133#m
@OposisiCerdas,"Sep 28, 2025 · 10:21 PM UTC",Jumhur Hidayat: Orang yang Berniat Hilangkan MBG itu Penjahat oposisicerdas.com/2025/09/ju…,https://nitter.net/OposisiCerdas/status/1972426550630142322#m
@IreneLim177,"Sep 30, 2025 · 3:29 AM UTC",Menkeu sudah mulai memonitor serapan anggaran MBG agar tidak banyak yg bocor..,https://nitter.net/IreneLim177/status/1972866276696764474#m
@AdayangViralnic,"Sep 30, 2025 · 3:29 AM UTC",Pemerintah Ambil Enam Langkah Strategis Perbaiki Program MBG Pasca KLB. Pemerintah akan bertindak transparan dan akuntabel agar masyarakat yakin bahwa makanan dalam program MBG aman dikonsumsi #MBG #GiziUntukGenerasi #KesehatanAnakPrioritas,https://nitter.net/AdayangViralnic/status/1972866275824292329#m
@rmbantencom,"Sep 30, 2025 · 3:29 AM UTC",Program Makan Bergizi Gratis (MBG) disarankan pakai skema hibrida: terpusat lewat SPPG di kota padat & berbasis sekolah di daerah terpencil. 👉 @hetifah: harus fleksibel & sesuai kondisi sekolah. #MakanBergiziGratis #DPR #Kemenkes rajamedia.co/berita/komisi-x…,https://nitter.net/rmbantencom/status/1972866261337202869#m
@AdayangViralnic,"Sep 30, 2025 · 3:29 AM UTC",Pemerintah Ambil Enam Langkah Strategis Perbaiki Program MBG Pasca KLB. Pemerintah akan bertindak transparan dan akuntabel agar masyarakat yakin bahwa makanan dalam program MBG aman dikonsumsi #MBG #GiziUntukGenerasi #KesehatanAnakPrioritas,https://nitter.net/AdayangViralnic/status/1972866307738698021#m
@GunRomli,"Sep 29, 2025 · 11:37 AM UTC","Masih ada keracunan MBG hari ini. Padahal sudah menjadi keprihatinan nasional. Presiden sudah merespon. Tapi, tetap saja ada keracunan. Karena setiap pelanggaran tidak ada sanksi. Makanya diremehkan. Yg penting dapat cuan.",https://nitter.net/GunRomli/status/1972626898577744353#m
